Microorganism,Code,Library,Type,Selected,preset_ARChetype Disease CRF_Covid,preset_ARChetype Disease CRF_Dengue,preset_ARChetype Disease CRF_Mpox,preset_ARChetype Disease CRF_Mpox Pregnancy and Paediatric,preset_ARChetype Disease CRF_H5Nx,preset_Syndrome_VHF,preset_ARChetype Disease CRF_Mpox-Pregnancy&Paediatrics,preset_ARChetype Syndromic CRF_Arbovirus,preset_ARChetype Syndromic CRF_ARI,preset_Recommended Outcomes_Dengue,preset_User Generated CRF_Encephalitis,preset_ARChetype Disease CRF_Chikungunya,Comment,Value,Translation Reviewers
Rhabdoviridés,85711000.0,SNOMED,fungi,,,,,,,,,,,,,,,287,0
Rhizomucor,17683005.0,SNOMED,fungi,,,,,,,,,,,,,,,288,0
Rhizopus,28335002.0,SNOMED,virus,,1.0,,,,,,,,,,,,,289,0
Virus de la fièvre de la vallée du Rift,32458000.0,SNOMED,virus,,,,,,,,,,,,,,,290,0
Virus de la rivière Ross,417542000.0,SNOMED,virus,,,,,,,,,,,,,,,291,0
Rotavirus,5210005.0,SNOMED,virus,,,,,,,,,,,,,,,292,0
Virus de la rubéole,840533007.0,SNOMED,virus,1.0,,,,,1.0,,1.0,,1.0,,1.0,,,293,0
SRAS-CoV-2,840533008.0,SNOMED,virus,,,,,,,,,,,,,,,294,0
SARS-CoV-2 bêta - B.1.351,840533009.0,SNOMED,virus,,,,,,,,,,,,,,,295,0
Delta du SRAS-CoV-2 - B.1.617.2,840533010.0,SNOMED,virus,,,,,,,,,,,,,,,296,0
SRAS-CoV-2 Eta - B.1.525,840533011.0,SNOMED,virus,,,,,,,,,,,,,,,297,0
SARS-CoV-2 Gamma - P.1,840533012.0,SNOMED,virus,,,,,,,,,,,,,,,298,0
SRAS-CoV-2 Iota - B.1.526,840533013.0,SNOMED,virus,,,,,,,,,,,,,,,299,0
SRAS-CoV-2 Omicron,840533014.0,SNOMED,virus,,,,,,,,,,,,,,,300,0
SRAS-CoV-2 Omicron,840533015.0,SNOMED,virus,,,,,,,,,,,,,,,301,0
SRAS-CoV-2 Omicron - B.1.1.529,840533016.0,SNOMED,virus,,,,,,,,,,,,,,,302,0
SRAS-CoV-2 Omicron - B.1.1.529.2 BA.2,840533017.0,SNOMED,virus,,,,,,,,,,,,,,,303,0
SRAS-CoV-2 Omicron - B.1.1.529.5 BA.5,840533018.0,SNOMED,virus,,,,,,,,,,,,,,,304,0
SARS-CoV-2 Thêta- P.3,840533019.0,SNOMED,virus,,,,,,,,,,,,,,,305,0
SARS-CoV-2 Zêta - P.2,840533020.0,SNOMED,virus,,,,,,,,,,,,,,,306,0
SRAS-CoV-2 Alpha - B.1.1.7,840536004.0,SNOMED,virus (substance),,,,,,,,,,,,,,,307,0
Antigène SRAS-CoV-2,63000000000000.0,SNOMED,virus (substance),,,,,,,,,,,,,,,308,0
Anticorps IgG SRAS-CoV-2,840535000.0,SNOMED,virus (substance),,,,,,,,,,,,,,,309,0
Anticorps IgG/IgM contre le SRAS-CoV-2,50600000000000.0,SNOMED,virus (substance),,,,,,,,,,,,,,,310,0
Anticorps IgM SRAS-CoV-2,765320007.0,SNOMED,fungi,,,,,,,,,,,,,,,311,0
Saccharomyces cerevisiae,27268008.0,SNOMED,bacteria,,,,,,,,,,,,,,,312,0
Salmonelle,32488009.0,SNOMED,bacteria,,,,,,,,,,,,,,,313,0
Salmonella hirschfeldii,407362002.0,SNOMED,virus,,,,,,,,,,,,,,,314,0
Sapovirus,31901009.0,SNOMED,fungi,,,,,,,,,,,,,,,315,0
Scédosporium,53583001.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,,316,0
Schistosome,,,"parasite, helminth",,,,,,,,,,,,,,,317,0
Schistosoma guineensis,3294004.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,,318,0
Schistosoma hématobium,15685002.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,,319,0
Schistosoma intercalatum,5249008.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,,320,0
Schistosoma japonicum,11168007.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,,321,0
Schistosoma mansoni,75475007.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,,322,0
Schistosoma mekongi,42025004.0,SNOMED,bacteria,,,,,,,,,,,,,,,323,0
Serratie,23787004.0,SNOMED,bacteria,,,,,,,,,,,,,,,324,0
Serratia liquéfaciens,33522002.0,SNOMED,bacteria,,,,,,,,,,,,,,,325,0
Serratia marcescens,450416004.0,SNOMED,bacteria,,,,,,,,,,,,,,,326,0
Serratia ureilytica,1240000000000000.0,SNOMED,virus,,,,,,,,,,,,,,,327,0
Syndrome respiratoire aigu sévère Coronavirus 2,415360003.0,SNOMED,virus,,,,,,,,,,,,,,,328,0
Syndrome de fièvre sévère avec thrombocytopénie (SFTS),722401001.0,SNOMED,virus,,,,,,,,,,,,,,,329,0
Syndrome de fièvre sévère avec thrombocytopénie (SFTS),77352002.0,SNOMED,bacteria,,,,,,,,,,,,,,,330,0
Shigelle,55462008.0,SNOMED,bacteria,,,,,,,,,,,,,,,331,0
Shigella boydii,43612004.0,SNOMED,bacteria,,,,,,,,,,,,,,,332,0
Shigella dysenteriae,85729005.0,SNOMED,bacteria,,,,,,,,,,,,,,,333,0
Shigella flexneri,4298009.0,SNOMED,bacteria,,,,,,,,,,,,,,,334,0
Shigella sonnei,314797000.0,SNOMED,virus,,,,,,,,,,,,,,,335,0
Simplexvirus (genre),243350004.0,SNOMED,bacteria,,,,,,,,,,,,,,,336,0
Sphingomonas paucimobilis,32662000.0,SNOMED,fungi,,,,,,,,,,,,,,,337,0
Sporothrix schenckii,65119002.0,SNOMED,bacteria,,,,,,,,,,,,,,,338,0
Staphylocoque,3092008.0,SNOMED,bacteria,,,,,,,,,,,,,,,339,0
Staphylocoque doré,40347003.0,SNOMED,bacteria,,,,,,,,,,,,,,,340,0
Staphylocoque capitis,76969000.0,SNOMED,bacteria,,,,,,,,,,,,,,,341,0
Staphylocoque caprae,66872005.0,SNOMED,bacteria,,,,,,,,,,,,,,,342,0
Staphylocoque cohnii,60875001.0,SNOMED,bacteria,,,,,,,,,,,,,,,343,0
Staphylocoque épidermidis,83452006.0,SNOMED,bacteria,,,,,,,,,,,,,,,344,0
Staphylocoque hémolytique,44827007.0,SNOMED,bacteria,,,,,,,,,,,,,,,345,0
Staphylocoque hominis,432505008.0,SNOMED,bacteria,,,,,,,,,,,,,,,346,0
Staphylococcus hominis hominis,103494005.0,SNOMED,bacteria,,,,,,,,,,,,,,,347,0
Staphylococcus lugdunensis,428731005.0,SNOMED,bacteria,,,,,,,,,,,,,,,348,0
Staphylococcus pettenkoferi,19743000.0,SNOMED,bacteria,,,,,,,,,,,,,,,349,0
Staphylococcus saprophyticus,52122005.0,SNOMED,bacteria,,,,,,,,,,,,,,,350,0
Staphylocoque simulans,63550006.0,SNOMED,bacteria,,,,,,,,,,,,,,,351,0
Staphylococcus warneri,115656007.0,SNOMED,bacteria,,,,,,,,,,,,,,,352,0
Sténotrophomonas,113697002.0,SNOMED,bacteria,,,,,,,,,,,,,,,353,0
Stenotrophomonas maltophilie,58800005.0,SNOMED,bacteria,,,,,,,,,,,,1.0,,,354,0
Streptocoque,60631002.0,SNOMED,bacteria,,,,,,,,,,,,,,,355,0
Streptocoque alpha-hémolytique,44304009.0,SNOMED,bacteria,,,,,,,,,,,,,,,356,0
Streptocoque angineux,415597009.0,SNOMED,bacteria,,,,,,,,,,,,,,,357,0
Groupe Streptococcus anginosus,53490009.0,SNOMED,bacteria,,,,,,,,,,,,,,,358,0
Streptocoque bêta-hémolytique,76199005.0,SNOMED,bacteria,,,,,,,,,,,,,,,359,0
Streptocoque constellatus,40812000.0,SNOMED,bacteria,,,,,,,,,,,,,,,360,0
Streptocoque dysgalactiae,113985000.0,SNOMED,bacteria,,,,,,,,,,,,,,,361,0
Streptocoque gallolytique,62170002.0,SNOMED,bacteria,,,,,,,,,,,,,,,362,0
Streptocoque intermédiaire,57997003.0,SNOMED,bacteria,,,,,,,,,,,,,,,363,0
Streptocoque mitis,19870004.0,SNOMED,bacteria,,,,,,,,,,,,,,,364,0
Streptocoque oral,113990002.0,SNOMED,bacteria,,,,,,,,,,,,,,,365,0
Streptocoque parasanguinis,9861002.0,SNOMED,bacteria,,,,,,,,,,,,,,,366,0
Streptococcus pneumoniae,80166006.0,SNOMED,bacteria,,,,,,,,,,,,,,,367,0
Streptocoque pyogène,39888004.0,SNOMED,bacteria,,,,,,,,,,,,,,,368,0
Streptocoque salivaire,113993000.0,SNOMED,bacteria,,,,,,,,,,,,,,,369,0
Streptocoque sanguinis,31703004.0,SNOMED,bacteria,,,,,,,,,,,,,,,370,0
Streptocoque viridans,31703004.0,SNOMED,bacteria,,,,,,,,,,,,,,,371,0
Groupe Streptococcus viridans,42625000.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,,372,0
Strongyloides stercoralis,61085008.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,,373,0
Tænia saginata,17966003.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,,374,0
Tænia solium,71825007.0,SNOMED,fungi,,,,,,,,,,,,,,,375,0
Talaromyces marneffei,129231002.0,SNOMED,virus,,,,,,,,,,,,,,,376,0
Togoviridés,88857009.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,,377,0
Toxocara canis,61949005.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,,378,0
Toxoplasme,4649006.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,1.0,,,379,0
Toxoplasma gondii,16439004.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,,380,0
Trichinelle spirale,3764006.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,,381,0
Trichomonas,22417000.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,,382,0
Trichomonas vaginalis,88578003.0,SNOMED,fungi,,,,,,,,,,,,,,,383,0
Trichophyton,243475001.0,SNOMED,fungi,,,,,,,,,,,,,,,384,0
Trichosporon asahii,5378007.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,,385,0
Trichuris trichiura,40740003.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,,386,0
Trypanosome,20027006.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,,387,0
Trypanosoma brucei gambiense,79513002.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,,388,0
Trypanosoma brucei rhodesiense,88274000.0,SNOMED,"parasite, protozoa",,,,,,,,,,,,,,,389,0
Trypanosoma cruzi,113727004.0,SNOMED,bacteria,,,,,,,,,,,,,,,390,0
Entérocoque résistant à la vancomycine (ERV),75953000.0,SNOMED,bacteria,,,,,,,,,,,,,,,391,0
Vibrio cholérique,11736008.0,SNOMED,bacteria,,,,,,,,,,,,,,,392,0
Vibrio parahaemolyticus,55905000.0,SNOMED,bacteria,,,,,,,,,,,,,,,393,0
Vibrio vulnificus,57311007.0,SNOMED,virus,,,,,,,,,,,,1.0,,,394,0
Virus du nil occidental,84925004.0,SNOMED,"parasite, helminth",,,,,,,,,,,,,,,395,0
Wuchereria bancrofti,62093005.0,SNOMED,fungi,,,,,,,,,,,,,,,396,0
Levure,54365000.0,SNOMED,bacteria,,,,,,,,,,,,,,,397,0
Yersinia pestis,50471002.0,SNOMED,virus,,,,,,,,,1.0,,,1.0,,1.0,398,0
Virus chikungunya,,,virus,,,,,,,,,1.0,,,,,1.0,399,0
Virus de l'Oropouche,,,virus,,,,,,,,,1.0,,,,,,400,0
