Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_ARChetype Disease CRF_Covid,preset_ARChetype Disease CRF_H5Nx,preset_ARChetype Disease CRF_Dengue,preset_ARChetype Disease CRF_Chikungunya,preset_ARChetype Disease CRF_Mpox,preset_ARChetype Disease CRF_Mpox Pregnancy and Paediatric,preset_ARChetype Syndromic CRF_ARI,preset_ARChetype Syndromic CRF_Arbovirus,preset_Score_CharlsonCI,preset_Score_mSOFA,preset_Score_mSOFA_Dengue,preset_Recommended Outcomes_Dengue,preset_Populations_Paediatric,preset_Populations_Pregnancy,preset_User Generated CRF_Encephalitis,Form Translation Reviewers,Section Translation Reviewers,Question Translation Reviewers,Definition Translation Reviewers,Completion Guideline Translation Reviewers,Answer Options Translation Reviewers
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_alopecia,radio,Alopécie,"1, Oui | 0, Non | 99, Inconnu",,,,,,Systemic/General,Désigne l'absence de poils (perte de poils sans cicatrices) dans des zones où ils sont normalement présents.,"Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",SNOMED,"56317004, Alopecia","C0002170, Alopecia",,clinical_features,,,,,,,,,,,,,,,,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_dryskin,radio,Peau sèche,"1, Oui | 0, Non | 99, Inconnu",,,,,,Systemic/General,"Désigne une peau caractérisée par un manque d'hydratation naturelle ou normale résultant d'une insuffisance d'hydrolipides dans la peau, également appelée xérose cutanée.","Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",SNOMED,"52475004, Xeroderma (disorder)","C0151908, Dry skin",,clinical_features,,,,,,,,,,,,,,,,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_oralulcer,radio,Ulcères buccaux,"1, Oui | 0, Non | 99, Inconnu",,,,,,Systemic/General,"Désigne des épisodes récurrents d'ulcération de la muqueuse buccale (aphtes buccaux récurrents), se présentant généralement sous la forme de lésions muqueuses douloureuses, nettement circonscrites et recouvertes de fibrine, avec une h","Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",SNOMED,"26284000, Ulcer of mouth","C0149745, Oral ulcer",,clinical_features,,,,,,,,,,,,,,,,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_mastitis,radio,Mastite,"1, Oui | 0, Non | 99, Inconnu",,,,,,Breast,"Défini comme une inflammation du sein, accompagnée ou non d'une infection.","Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",SNOMED,"266579006, Inflammatory disorder of breast (disorder)","C0149613, Acute mastitis",,clinical_features,,,,,,,,,,,,,,,,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_bacsi,radio,Surinfection bactérienne,"1, Oui | 0, Non | 99, Inconnu",,,,,,Systemic/General,"Défini comme une infection bactérienne secondaire diagnostiquée par un médecin qui survient pendant une plaie existante, une infection ou immédiatement après une infection antérieure.","Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",SNOMED,,"C0442886, Secondary infections",,clinical_features,,,,,,,,,,,,,,,,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_bacsi_spec,checkbox,Préciser la surinfection bactérienne.,"7, Abcès des tissus profonds | 1, Folliculite / cellulite | 2, Pneumonie | 3, Gastro-entérite | 4, SNC | 5, Bactériémie | 6, Voies urinaires | 88, Autre",,,,,[adsign_bacsi]='1',Systemic/General,Il s'agit du type ou de la localisation de la surinfection bactérienne.,"Sélectionnez la ou les options les plus appropriées représentant le type ou la localisation de la surinfection bactérienne. ",SNOMED,,"C0037278, Skin Infection | C0339952, Secondary bacterial pneumonia | C0558348, Bacterial gastroenteritis | C0752180, Bacterial infection of  central nervous system  |  C1096222, Urinary tract infection bacterial",,clinical_features,,,,,,,,,,,,,,,,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_bacsi_oth,text,Préciser autre surinfection bactérienne,,,,,,[adsign_bacsi_spec(88)]='1',Systemic/General,"Il s'agit des autres types ou localisations de la surinfection bactérienne, non spécifiés ci-dessus.","Si « Autre », indiquez le type ou la localisation de la surinfection bactérienne. ",,,,,clinical_features,,,,,,,,,,,,,,,,0,0,0,0,0,
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_resp,descriptive,Signes respiratoires,,,,,,,Respiratory,Il s'agit des signes et symptômes liés au système respiratoire.,"Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",,,,,,,,,1.0,,,,,,,,,,,1.0,0,0,0,0,0,
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_respdistress,radio,Détresse respiratoire,"1, Oui | 0, Non | 99, Inconnu",,,,,,Respiratory,Il s'agit d'une augmentation pathologique de l'effort et de la fréquence des mouvements respiratoires.,"Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",SNOMED,"271825005, Respiratory distress","C0476273, Respiratory distress",,clinical_features,,,,1.0,,,,,,,,,,,1.0,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_chestindrw,radio,Retrait de la partie inférieure de la cage thoracique,"1, Oui | 0, Non | 99, Inconnu",,,,,,Respiratory,"Définie comme un signe clinique de détresse respiratoire, caractérisé par un mouvement anormal vers l'intérieur de la partie inférieure de la cage thoracique pendant l'inspiration. Si seuls les tissus mous entre les côtes ou au-dessus de la clavicule se creusent lorsque le patient respire, il ne s'agit pas d'un enfoncement de la partie inférieure de la cage thoracique.","Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre l'apparition de la maladie et la consultation. ",SNOMED,"67909005, Chest wall retraction (finding)","C0231906, Chest wall retraction",,clinical_features,,,,,,,,,,,,,,,,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_tachypnoea,radio,Respiration rapide (tachypnée),"1, Oui | 0, Non | 99, Inconnu",,,,,,Respiratory,Définie comme une augmentation anormale de la fréquence respiratoire.,"Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre l'apparition de la maladie et la consultation. ",SNOMED,"271823003, Tachypnea (finding)","C0231835, Tachypnea",,clinical_features,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_apnoea,radio,Apnée,"1, Oui | 0, Non | 99, Inconnu",,,,,,Respiratory,Défini comme une absence transitoire de respiration spontanée.,"Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre l'apparition de la maladie et la consultation. ",SNOMED,"1023001, Apnea (finding)","C0003578, Apnea",,clinical_features,,,,,,,,,,,,,,,,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_rhinitis,radio,Rhinite,"1, Oui | 0, Non | 99, Inconnu",,,,,,Respiratory,"Défini comme une inflammation de la muqueuse qui tapisse le nez, généralement associée à un écoulement nasal.","Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre l'apparition de la maladie et la consultation. ",SNOMED,"70076002, Rhinitis (disorder)","C0035455, Rhinitis",,clinical_features,,,,,,,,,,,,,,,,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_phary,radio,"Pharyngite ","1, Oui | 0, Non | 99, Inconnu",,,,,,Respiratory,Il s'agit de la présence d'une inflammation de la gorge.,"Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",SNOMED,"405737000, Pharyngitis (disorder)","C0031350, Pharyngitis",,clinical_features,,,,,,,,,,,,,,,,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_pharery,radio,Érythème pharyngé,"1, oui | 0, Non | 99, Inconnu",,,,,,Respiratory,,Indiquez « Oui » si le patient a vécu cela à un moment donné depuis le début de cette maladie jusqu'à sa présentation.,,,,,clinical_features,,,,,,,,,,,,,,,,0,0,0,,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_pharexu,radio,Exsudat pharyngé,"1, oui | 0, Non | 99, Inconnu",,,,,,Respiratory,,Indiquez « Oui » si le patient a vécu cela à un moment donné depuis le début de cette maladie jusqu'à sa présentation.,,,,,clinical_features,,,,,,,,,,,,,,,,0,0,0,,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_tonsil,radio,Amygdalite,"1, Oui | 0, Non | 99, Inconnu",,,,,,Respiratory,Il s'agit de la présence d'une inflammation des amygdales.,"Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",SNOMED,"90176007, Tonsillitis (disorder)","C0040425, Tonsillitis",,clinical_features,,,,,,,,,,,,,,,,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_plueeff,radio,Épanchement pleural,"1, Oui | 0, Non | 99, Inconnu",,,,,,Respiratory,Il s'agit de la présence de liquide dans la cavité pleurale résultant d'une transsudation ou d'une exsudation excessive des surfaces pleurales.,"Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",SNOMED,"60046008, Pleural effusion (disorder)","C0032227, Pleural effusion (disorder)",,,,,,1.0,,,,,,,,,,,1.0,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_cvs,descriptive,Signes cardiovasculaires,,,,,,,Cardiovascular,Ce terme désigne les signes et symptômes liés au système cardiovasculaire.,"Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",,,,,clinical_features,,,,,,,,,,,,,,,1.0,0,0,0,0,0,
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_tachycardia,radio,"Accélération du rythme cardiaque (tachycardie) ","1, Oui | 0, Non | 99, Inconnu",,,,,,Cardiovascular,"Désigne une fréquence cardiaque anormalement rapide (généralement > 100 bpm pour les adultes), qui dépasse la plage de fréquence cardiaque au repos normale pour l'âge. ","Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",SNOMED,"3424008, Tachycardia (finding)","C0039231, Tachycardia",,clinical_features,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_arrhythmia,radio,Arythmie cardiaque,"1, Oui | 0, Non | 99, Inconnu",,,,,,Cardiovascular,"Désigne une anomalie du rythme cardiaque, notamment en termes de fréquence, de régularité et/ou de séquence d'activation.","Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",SNOMED,"698247007, Cardiac arrhythmia (disorder)","C0003811, Cardiac Arrhythmia",,clinical_features,,,,1.0,,,,,,,,,,,1.0,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_git,descriptive,Signes gastro-intestinaux,,,,,,,Gastrointestinal,Il s'agit des signes et symptômes liés au système gastro-intestinal.,"Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",,,,,,,,,1.0,,,,,,,,,,,1.0,0,0,0,0,0,
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_ascites,radio,Ascite,"1, Oui | 0, Non | 99, Inconnu",,,,,,Gastrointestinal,Défini comme une accumulation ou une rétention excessive de liquide libre dans la cavité péritonéale.,"Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",SNOMED,"389026000, Ascites (disorder)","C0003962, Ascites",,clinical_features,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_hepatomegally,radio,Hépatomégalie,"1, Oui | 0, Non | 99, Inconnu",,,,,,Gastrointestinal,Défini comme une hypertrophie pathologique du foie.,"Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",SNOMED,"80515008, Large liver (disorder)","C0019209, Hepatomegaly",,clinical_features,,,1.0,,,,,,,,,1.0,,,1.0,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_splenomegaly,radio,Rate palpable/splénomégalie,"1, oui | 0, Non | 99, Inconnu",,,,,,Gastrointestinal,,Indiquez « Oui » si le patient a vécu cela à un moment donné depuis le début de cette maladie jusqu'à sa présentation.,,,,,clinical_features,,,,,,,,,,,,1.0,,,1.0,0,0,0,,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_tenabd,radio,Ventre tendre,"1, oui | 0, Non | 99, Inconnu",,,,,,Gastrointestinal,,Indiquez « Oui » si le patient a vécu cela à un moment donné depuis le début de cette maladie jusqu'à sa présentation.,,,,,clinical_features,,,,,,,,,,,,,,,,0,0,0,,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_jaund,radio,Jaunisse,"1, Oui | 0, Non | 99, Inconnu",,,,,,Gastrointestinal,"Défini comme une manifestation clinique d'hyperbilirubinémie, caractérisée par une coloration jaunâtre de la peau, des muqueuses et/ou de la sclère. ","Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",SNOMED,"18165001, Jaundice","C3549846, Jaundice",,clinical_features,,,,1.0,,,,,,1.0,,,,,1.0,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_melaena,radio,Sang noir/goudronneux dans les selles (méléna),"1, Oui | 0, Non | 99, Inconnu",,,,,,Gastrointestinal,"Il s'agit de selles anormalement foncées et goudronneuses contenant du sang, généralement provenant d'un saignement gastro-intestinal.","Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",SNOMED,"2901004, Melena (disorder)","C0025222, Melena",,clinical_features,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_haematochezia,radio,Sang frais dans les selles (hématochézie),"1, Oui | 0, Non | 99, Inconnu",,,,,,Gastrointestinal,Il s'agit de la présence de sang dans les selles. Il résulte d'une hémorragie gastro-intestinale et peut être facilement observé dans les selles ou identifié au microscope.,"Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",SNOMED,"405729008, Hematochezia (finding)","C0018932, Hematochezia",,clinical_features,,,,,,,,,,,,,,,,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_rectalbleed,radio,Saignement rectal,"1, Oui | 0, Non | 99, Inconnu",,,,,,Gastrointestinal,Il s'agit d'un saignement provenant de la paroi rectale et s'écoulant par l'anus.,"Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",SNOMED,"12063002, Rectal bleeding","C0267596, Rectal bleeding",,clinical_features,,,,,,,,,,,,,,,,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_lowurine,radio,Diminution du débit urinaire,"1, Oui | 0, Non | 99, Inconnu",,,,,,Genitourinary,Il s'agit d'un résultat indiquant que la production d'urine est inférieure à 500 millilitres sur une période de 24 heures.,"Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",SNOMED,"167372005, 24 hour urine volume below reference range (finding)","C5933437, Reduced urine output",,clinical_features,,,,,,,,,,,,,,,,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_heme,descriptive,Signes hématologiques,,,,,,,Haematology,Il s'agit des signes et symptômes liés au système hématologique.,"Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_anaemia,radio,Anémie,"1, Oui | 0, Non | 99, Inconnu",,,,,,Haematology,"Il s'agit d'une réduction du nombre de globules rouges, de la quantité d'hémoglobine et/ou du volume de globules rouges concentrés. Les manifestations courantes comprennent la pâleur, la fatigue, les vertiges, l'essoufflement et la tachycardie.","Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",SNOMED,"271737000, Anaemia","C0002871, Anemia",,clinical_features,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_cns,descriptive,Signes neurologiques,,,,,,,Nervous system,Ce terme fait référence aux signes et symptômes liés au système neurologique.,"Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",,,,,,,,,,,,,,,,,,,,1.0,0,0,0,0,0,
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_neckstiff,radio,Raideur de la nuque,"1, Oui | 0, Non | 99, Inconnu",,,,,,Nervous system,"Définie comme une sensation de raideur dans le cou lorsque l'on tente de le bouger, en particulier après une période d'inactivité. La raideur de la nuque s'accompagne souvent de douleurs et de difficultés à bouger le cou, en particulier lorsque l'on essaie de tourner la tête sur le côté.","Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",SNOMED,"161882006, Stiff neck (finding)","C0151315, Neck Stiffness",,clinical_features,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_hemiplegia,radio,Hémiplégie,"1, Oui | 0, Non | 99, Inconnu",,,,,,Nervous system,"Il s'agit d'une perte grave ou totale de la fonction motrice d'un côté du corps, souvent causée par des maladies cérébrales localisées dans l'hémisphère cérébral opposé au côté affecté ; moins fréquemment, des lésions du tronc cérébral, des maladies de la moelle épinière cervicale, des maladies du système nerveux périphérique et d'autres affections peuvent se manifester sous forme d'hémiplégie. ","Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",SNOMED,"50582007, Hemiplegia (disorder)","C0018991, Hemiplegia",,clinical_features,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_cogimpair,radio,Déficience cognitive,"1, Oui | 0, Non | 99, Inconnu",,,,,,Nervous system,"Il s'agit d'une diminution ou d'une altération des fonctions mentales et/ou intellectuelles. ","Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",SNOMED,"386806002, Impaired cognition (finding)","C0338656, Impaired cognition",,clinical_features,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_neurodist,radio,Troubles psychologiques,"1, Oui | 0, Non | 99, Inconnu",,,,,,Nervous system,"Il s'agit de la présence de signes ou de symptômes qui affectent les pensées, les émotions, les comportements ou le bien-être mental d'une personne. La présence de troubles psychologiques doit être identifiée au moyen d'un examen de l'état mental (EEM) ou d'un outil équivalent.","Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",,,"C0233395, Psychological sign or symptom",,clinical_features,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_speechdist,radio,Troubles de la parole,"1, Oui | 0, Non | 99, Inconnu",,,,,,Nervous system,Il s'agit de difficultés d'élocution et de communication pouvant résulter de pathologies cérébrales.,"Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",SNOMED,"29164008, Disturbance in speech (finding)","C0233715, Speech impairment",,clinical_features,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_agitation,radio,Agitation,"1, Oui | 0, Non | 99, Inconnu",,,,,,Nervous system,Il s'agit d'un état d'activité motrice excessive associé à une détresse mentale ou à un sentiment de malaise important ou de tension intérieure. Elle se distingue de l'agitation par un niveau accru de détresse émotionnelle et une intensité négative de l'expérience. L'agitation s'accompagne d'un niveau important d'activité physique qui constitue généralement une menace pour soi-même ou pour autrui.,"Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",SNOMED,"24199005, Feeling agitated (finding)","C0085631, Agitation",,clinical_features,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_cerebesig,radio,Signes cérébelleux,"1, Oui | 0, Non | 99, Inconnu",,,,,,Nervous system,"Désigne la présence d'un ensemble de signes neurologiques indiquant généralement un dysfonctionnement cérébelleux. Ces signes comprennent la dysdiadochokinésie, la dysmétrie, l'ataxie, le nystagmus, le tremblement intentionnel, l'élocution indistincte ou saccadée et l'hypotonie.","Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",,,"C3807868, Cerebellar signs",,clinical_features,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_neurologic,radio,Autre anomalie neurologique,"1, Oui | 0, Non | 99, Inconnu",,,,,,Nervous system,Désigne la présence d'une anomalie neurologique alternative non répertoriée ci-dessus.,"Indiquez « Oui » si le patient a présenté ce symptôme à un moment quelconque entre le début de la maladie et la consultation. ",,,,,clinical_features,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_neurologic_spec,text,Préciser l'autre anomalie neurologique,,,,,,[adsign_neurologic] = '1',Nervous system,Désigne la présence d'une autre anomalie neurologique non répertoriée ci-dessus.,"Si « Autre », précisez l'anomalie neurologique.",,,,,clinical_features,,,,,,,,,,,,,,,1.0,0,0,0,0,0,
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_eye,descriptive,Signes ophtalmologiques,,,,,,,Nervous system,Désigne les signes et symptômes liés à l'œil.,Indiquez « Oui » si le patient a présenté ce symptôme entre 00 h 00 et 24 h 00 le jour de l'évaluation.,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_retroorbit,radio,Douleur rétro-orbitale,"1, Oui | 0, Non | 99, Inconnu",,,,,,Nervous system,Défini comme une douleur dans la région rétro-orbitale (derrière les yeux).,"Indiquez « Oui » si le patient a présenté ce symptôme à tout moment entre le début de la maladie et la consultation. ",MedDRA,"10033381, Pain behind eyes","C0743724, Retro-orbital pain",,clinical_features,,,,,,,,,,,,,,,,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_conjunhemor,radio,Hémorragie sous-conjonctivale,"1, Oui | 0, Non | 99, Inconnu",,,,,,Ocular,"Défini comme une accumulation de sang sous la conjonctive, se présentant sous la forme d'une tache rouge vif ou sombre dans l'œil.","Indiquez « Oui » si le patient a présenté ce symptôme à tout moment entre le début de la maladie et la consultation. ",SNOMED,"78768009, Subconjunctival hemorrhage (disorder)","C0038534, Subconjunctival hemorrhage",,clinical_features,,,,,,,,,,,,,,,,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_conjunctiv,radio,Conjonctivite,"1, Oui | 0, Non | 99, Inconnu",,,,,,Ocular,Défini comme une inflammation de la conjonctive.,"Indiquez « Oui » si le patient a présenté ce symptôme à tout moment entre le début de la maladie et la consultation. ",SNOMED,"9826008, Conjunctivitis (disorder)","C4011653, Conjunctivitis",,clinical_features,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_keratitis,radio,Kératite,"1, Oui | 0, Non | 99, Inconnu",,,,,,Ocular,Défini comme une inflammation de la cornée de l'œil.,"Indiquez « Oui » si le patient a présenté ce symptôme à tout moment entre le début de la maladie et la consultation. ",SNOMED,"5888003, Keratitis (disorder)","C0022568, Keratitis (disorder)",,clinical_features,,,,,,,,,,,,,,,,0,0,0,0,0,0
présentation,SIGNES À L'ADMISSION : Indiquez si ces signes ont été observés à tout moment entre le début de la maladie et le jour de la consultation.,adsign_newvision,radio,Nouvelle diminution de l'acuité visuelle,"1, Oui | 0, Non | 99, Inconnu",,,,,,Ocular,Défini comme une diminution de la clarté ou de la netteté de la vision.,"Indiquez « Oui » si le patient a présenté ce symptôme à tout moment entre le début de la maladie et la consultation. ",SNOMED,"13164000, Reduced visual acuity (finding)","C0234632, Reduced visual acuity",,clinical_features,,,,,,,,,,,,,,,1.0,0,0,0,0,0,0
