Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline,Form Translation Reviewers,Section Translation Reviewers,Question Translation Reviewers,Definition Translation Reviewers,Completion Guideline Translation Reviewers,Answer Options Translation Reviewers
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_dyspareunia,Relaciones sexuales dolorosas/ Dyspareunia,"1, Sí | 0, No | 99, Desconocido",Definido como dolor genital recurrente o persistente asociado con relaciones sexuales.,"Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación. ",2,0,0,0,0,0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_heme,Síntomas hematológicos,,Se refiere a los signos y síntomas relacionados con el sistema hematológico.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta su presentación.,2,0,0,0,0,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_haemorrhag,Sangrado/hemorragia,"1, Sí | 0, No | 99, Desconocido","Se define como la presencia de sangre en un lugar en el que no es fisiológicamente normal o la pérdida de sangre de la circulación, ya sea interna o externa. Esto puede incluir epistaxis (sangrado nasal), sangrado gingival (sangrado de las encías), sangrado de cualquier parte del tracto gastrointestinal (sangrado gastrointestinal) o del tracto genitourinario (vagina o uretra), incluida la hematuria. ",Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta su presentación.,2,0,0,0,0,0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_haemorrhag_sev,Sangrado / hemorragia severa (requiere intervención),"1, Sí | 0, No | 99, Desconocido",Definido como el sangrado / hemorragia severo que requiere intervención médica para la hemostasia y / o el apoyo hemodinámico.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta su presentación.,2,0,0,0,0,0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_haemorrhag_site,En caso afirmativo: especifique los sitios de sangrado / hemorragia,"1, Piel | 7, Petequias | 2, Nariz | 3, Encías | 4, Tracto gastrointestinal | 5, Tracto urinario | 6, Vagina | 99, Desconocida | 88, Otros","Esto se refiere a la ubicación de los sitios de sangrado/hemorragia. PETHIAE se refieren a pequeñas manchas rojizas o púrpuras en la piel o la membrana mucosa como resultado de la hemorragia localizada. El sangrado de la nariz se refiere a la hemorragia localizada en la nariz. El sangrado de la encía se refiere a la hemorragia que afecta la gingiva. El sangrado gastrointestinal (GI) se refiere a la hemorragia en cualquier segmento del tracto gastrointestinal desde el esófago hasta el recto. El sangrado del tracto urinario se refiere a la hemorragia que se origina en cualquier parte del sistema urinario. El sangrado vaginal se refiere a la hemorragia que se origina en la vagina, no relacionada con la menstruación normal.",Seleccione la (s) opción (s) más apropiada correspondiente a la ubicación del Sitio (s) de hemorragia de hemorragia.,2,0,0,0,0,0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_haemorrhag_site_oth,Especifique otros lugares de sangrado/hemorragia,,Se refiere a la ubicación del sitio o sitios de sangrado/hemorragia.,"Si «Otro», escriba la otra ubicación del sitio o sitios donde el paciente ha experimentado sangrado/hemorragia en cualquier momento desde el inicio de esta enfermedad y la presentación o el ingreso.",2,0,0,0,0,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_cns,Síntomas neurológicos,,Se refiere a los signos y síntomas relacionados con el sistema neurológico.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta la presentación.,2,0,0,0,0,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_headache,Dolor de cabeza,"1, Sí | 0, No | 99, Desconocido",Definido como la experiencia del dolor en varias partes de la cabeza.,"Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de esta enfermedad hasta la presentación. ",2,0,0,0,0,0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_photoph,Fotofobia,"1, Sí | 0, No | 99, Desconocido",Se refiere a una mayor sensibilidad de los ojos a la luz.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la presentación.,2,0,0,0,0,0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_seizconv,Convulsiones / convulsiones,"1, Sí | 0, No | 99, Desconocido","Definido como una anormalidad intermitente de la fisiología del sistema nervioso caracterizado por una ocurrencia transitoria de movimiento repentino, violento e irregular del cuerpo, causado por la contracción involuntaria de los músculos debido a la actividad neuronal excesiva o sincrónica anormal en el cerebro.",Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la presentación.,2,0,0,0,0,0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_confusion,Conciencia / confusión alterada,"1, Sí | 0, No | 99, Desconocido",Definido como un nivel de conciencia o excitación que no sea la línea de base normal del paciente.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la presentación.,2,0,0,0,0,0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_paralysis,Parálisis,"1, Sí | 0, No | 99, Desconocido",Se refiere a la incapacidad de mover o controlar completamente los movimientos.,"Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la presentación. ",2,0,0,0,0,0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_irritable,Irritabilidad,"1, Sí | 0, No | 99, Desconocido","Se refiere a una excitabilidad anormal o excesiva con ira, irritabilidad o impaciencia que se desencadena fácilmente.",Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta su presentación.,2,0,0,0,0,0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_tremor,Temblor,"1, Sí | 0, No | 99, Desconocido","Se refiere a un movimiento muscular no intencional, oscilante hacia un eje articular.",Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta su presentación.,2,0,0,0,0,0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_diffwalk,Dificultad para caminar,"1, Sí | 0, No | 99, Desconocido",Se refiere a cualquier problema persistente para caminar.,"Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la presentación. ",2,0,0,0,0,0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_neurologic,Otra anormalidad neurológica,"1, Sí | 0, No | 99, Desconocido",Esto se refiere a la presencia de una anormalidad neurológica alternativa que no se enumera anteriormente.,"Indique 'sí', si el paciente tiene otra anormalidad neurológica que no menciona anteriormente.",2,0,0,0,0,0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_neurologic_spec,Especifique otros síntomas neurológicos,,Se refiere a la presencia de otra anomalía neurológica no incluida en la lista anterior.,"Si es «Otra», especifique la anomalía neurológica.",2,0,0,0,0,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_eye,Síntomas oftalmológicos,,Se refiere a los signos y síntomas relacionados con los ojos.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.,2,0,0,0,0,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_itchyeye,Picazón en el ojo,"1, Sí | 0, No | 99, Desconocido",Definido como picazón de uno o ambos ojos.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.,2,0,0,0,0,0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_redeye,Ojo rojo / rosa,"1, Sí | 0, No | 99, Desconocido","Definido como inflamación o infección de la conjuntiva, caracterizada por el enrojecimiento en uno o ambos ojos.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación.,2,0,0,0,0,0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_paineyes,Dolor en el ojo,"1, Sí | 0, No | 99, Desconocido",Definido como incomodidad o dolor localizado dentro o alrededor del área de los ojos.,"Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación. ",2,0,0,0,0,0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_eyelidedema,Edema de párpado,"1, Sí | 0, No | 99, Desconocido",Definido como hinchazón debido a la acumulación de líquidos en los tejidos del párpado.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación.,2,0,0,0,0,0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_eyedischarg,Descarga de ojo,"1, Sí | 0, No | 99, Desconocido","Definido como la liberación de fluidos que van desde claros hasta pus del ojo, a menudo indicativo de infección o irritación.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación.,2,0,0,0,0,0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_hazyvision,Visión brumosa / borrosa,"1, Sí | 0, No | 99, Desconocido","Definido como una pérdida de agudeza visual, lo que resulta en una vista poco clara o distorsionada.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación.,2,0,0,0,0,0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_eyelightsensi,Sensibilidad del ojo a la luz,"1, Sí | 0, No | 99, Desconocido","Definido como una intolerancia anormal a la luz, causando molestias o dolor en los ojos cuando se expone a la luz brillante.","Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación. ",2,0,0,0,0,0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_visdist,Alteración de la visión,"1, Sí | 0, No | 99, Desconocido",Se refiere a una interferencia en la visión normal sin que necesariamente afecte a la agudeza visual.,Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta su presentación.,2,0,0,0,0,0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_ocularoth,Si otros: especificar quejas oculares,"1, Sí | 0, No | 99, Desconocido",Esto se refiere a otras quejas oculares no especificadas anteriormente.,"Si 'otro', escriba las otras quejas oculares que el paciente ha experimentado en cualquier momento desde el inicio de esta enfermedad y presentación o admisión.",2,0,0,0,0,0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_ocularoth_spec,Especifique otros síntomas oftalmológicos,,"Se refiere a otros signos y síntomas relacionados con el ojo, no especificados anteriormente.","Si «Sí», especifique otros signos y síntomas oftalmológicos. ",2,0,0,0,0,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_ent,"Síntomas en oídos, nariz o garganta","1, Sí | 0, No | 99, Desconocido","Se refiere a signos y síntomas relacionados con el oído, la nariz y la garganta.",Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación.,2,0,0,0,0,0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_earpain,Dolor de oídos,"1, Sí | 0, No | 99, Desconocido",Se refiere a una sensación dolorosa en el oído.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación.,2,0,0,0,0,0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_tinnitus,Tinnitus,"1, Sí | 0, No | 99, Desconocido",Se refiere a una percepción anómala de los sonidos que experimenta una persona en ausencia de estímulos auditivos.,Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación.,2,0,0,0,0,0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_parot,Parotiditis,"1, Sí | 0, No | 99, Desconocido",Se refiere a la inflamación de las glándulas parótidas.,"Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la presentación. ",2,0,0,0,0,0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_paed,Síntomas específicos pediátricos,,,,2,0,0,,,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_contcry,Llanto continuo,"1, sí | 0, No | 99, Desconocido","Se refiere al llanto inconsolable y excesivo de un recién nacido o un bebé, que suele definirse como un llanto que dura más de tres horas al día, al menos tres días a la semana, durante más de tres semanas.",,2,0,0,0,,0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_feedingdiff,Dificultad para alimentarse,"1, sí | 0, No | 99, Desconocido","Definido como la capacidad deteriorada para comer relacionada con problemas para recoger los alimentos y prepararse para succionarlos, masticarlos o tragarlos.",,2,0,0,0,,0
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_otherdesc,Otros  síntomas,,,,2,0,0,,,
presentación,SÍNTOMAS AL INGRESO: Indicar si se experimentaron desde el inicio de la enfermedad hasta el día de la presentación,adsym_unlisted,Otros signos o síntomas,"1, Sí | 0, No | 99, Desconocido",Esto se refiere a la presencia de un signo alternativo o anormalidad no enumerada anteriormente.,"Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la presentación. ",2,0,0,0,0,0
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_sys,Signos sistémicos/generales,,Se refiere a signos y síntomas sistémicos/generales/no específicos.,"Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación. ",2,0,0,0,0,
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_hypotherm,Hipotermia,"1, Sí | 0, No | 99, Desconocido",Se refiere a una reducción anómala de la temperatura corporal debido a un fallo en la termorregulación.,"Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación. ",2,0,0,0,0,0
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_coldperiph,Extremidades frías/húmedas,"1, Sí | 0, No | 99, Desconocido","Se refiere a una piel fría y húmeda al tacto, a menudo asociada con insuficiencia circulatoria y síntomas como inquietud e hipotensión.","Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación. ",2,0,0,0,0,0
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_dehyrdation,Deshidratación,"1, Sí | 0, No | 99, Desconocido",Se refiere a una pérdida excesiva de agua del cuerpo.,"Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta su presentación. ",2,0,0,0,0,0
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_dehyrdation_type,Estado de deshidratación,"1, leve | 2, Moderado| 3, severo",Esto se refiere a la pérdida excesiva de agua del cuerpo.,"Indique ""Sí"", si el paciente ha experimentado esto en algún momento desde el inicio de esta enfermedad hasta su presentación.",2,0,0,0,0,0
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_oedema,Edema,"1, Sí | 0, No | 99, Desconocido",Se refiere a la acumulación de una cantidad excesiva de líquido en las células o los tejidos intercelulares.,"Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la consulta. ",2,0,0,0,0,0
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_oedema_site,Localización del edema,"1, Pies | 2, Tobillos | 3, Piernas (por debajo de la rodilla) | 4, Piernas (por encima de la rodilla)  | 5, Escroto/Labios vaginales | 6, Sacro | 7, Abdomen | 8, Cuello | 9, Cara | 99, Desconocido | 88, Otros",Se refiere a la ubicación del edema.,"Si la respuesta es «Sí», especifique la ubicación del edema. Seleccione todas las opciones que correspondan.",2,0,0,0,0,0
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_oedema_site_oth,Especificar otras localizaciones del edema,,Se refiere a la ubicación del edema.,"Si la respuesta es «Otro», especifique la ubicación del edema.",2,0,0,0,0,
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_lymph,Linfadenopatía,"1, Sí, doloroso | 2, Sí, no doloroso | 0, No | 99, Desconocido","Se define como un hallazgo clínico de agrandamiento anormal de los ganglios linfáticos. ","Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la consulta. ",2,0,0,0,0,0
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_lymph_site,Especificar localización de la linfadenopatía,"1, Axilar (axilas) | 2, Cervical (cuello) | 3, Inguinal (ingle) | 99, Desconocido | 88, Otro",Se refiere a la ubicación en la que se identificó la linfadenopatía.,"Seleccione la opción o opciones más adecuadas que correspondan a la ubicación de la linfadenopatía. ",2,0,0,0,0,0
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_lymph_site_oth,Especificar otras localizaciones de la linfadenopatía,,Se refiere a la ubicación en la que se identificó la linfadenopatía.,"Si es «Otro», escriba la ubicación en la que se identificó la linfadenopatía.",2,0,0,0,0,
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_bruise,Hematomas,"1, Sí | 0, No | 99, Desconocido","Se refiere a la extravasación espontánea de sangre en el espacio subcutáneo, también conocida como equimosis espontánea.","Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la consulta. ",2,0,0,0,0,0
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_alopecia,Alopecia,"1, Sí | 0, No | 99, Desconocido",Se refiere a la ausencia de vello (pérdida de vello sin cicatrices) en áreas donde normalmente está presente.,"Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la consulta. ",2,0,0,0,0,0
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_dryskin,Piel seca,"1, Sí | 0, No | 99, Desconocido","Se refiere a la piel caracterizada por la falta de humedad natural o normal como resultado de una hidrolipidación inadecuada en la piel, también llamada xerosis cutis.","Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la consulta. ",2,0,0,0,0,0
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_oralulcer,Úlceras bucales,"1, Sí | 0, No | 99, Desconocido","Se refiere a episodios recurrentes de ulceración de la mucosa oral (aftas orales recurrentes), que suelen presentarse como defectos mucosos dolorosos, bien delimitados y cubiertos de fibrina con un h","Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la consulta. ",2,0,0,0,0,0
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_mastitis,Mastitis,"1, Sí | 0, No | 99, Desconocido","Se define como una inflamación de la mama, con o sin infección acompañante.","Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la consulta. ",2,0,0,0,0,0
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_bacsi,Superinfección bacteriana,"1, Sí | 0, No | 99, Desconocido",Se define como una infección bacteriana secundaria diagnosticada por un médico que se produce durante una herida o infección existente o inmediatamente después de una infección anterior.,"Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la consulta. ",2,0,0,0,0,0
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_bacsi_spec,Especificar la superinfección bacteriana.,"7, Absceso de tejido profundo | 1, Foliculitis/celulitis | 2, Neumonía | 3, Gastroenteritis | 4, SNC | 5, Bacteriemia | 6, Tracto urinario | 88, Otros",Se refiere al tipo o la ubicación de la sobreinfección bacteriana.,"Seleccione la opción o opciones más adecuadas que representen el tipo o la ubicación de la sobreinfección bacteriana. ",2,0,0,0,0,0
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_bacsi_oth,Especificar otras superinfecciones bacterianas,,"Se refiere a otros tipos o ubicaciones de la sobreinfección bacteriana, no especificados anteriormente.","Si es «Otra», escriba el tipo o la ubicación de la sobreinfección bacteriana. ",2,0,0,0,0,
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_resp,Signos respiratorios,,Se refiere a los signos y síntomas relacionados con el sistema respiratorio.,"Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la consulta. ",2,0,0,0,0,
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_respdistress,Dificultad respiratoria,"1, Sí | 0, No | 99, Desconocido",Se refiere a un aumento patológico del esfuerzo y la frecuencia de los movimientos respiratorios.,"Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la consulta. ",2,0,0,0,0,0
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_chestindrw,Retracción de la pared torácica inferior,"1, Sí | 0, No | 99, Desconocido","Se define como un signo clínico de dificultad respiratoria, que se distingue por el movimiento anormal hacia dentro de la pared torácica inferior durante la inspiración. Si solo se hunde el tejido blando entre las costillas o por encima de la clavícula cuando el paciente respira, no se trata de una retracción de la pared torácica inferior.","Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la consulta. ",2,0,0,0,0,0
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_tachypnoea,Respiración rápida (taquipnea),"1, Sí | 0, No | 99, Desconocido",Se define como un aumento anormal de la frecuencia respiratoria.,"Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la consulta. ",2,0,0,0,0,0
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_apnoea,Apnea,"1, Sí | 0, No | 99, Desconocido",Se define como una ausencia transitoria de respiración espontánea.,"Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la consulta. ",2,0,0,0,0,0
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_rhinitis,Rinitis,"1, Sí | 0, No | 99, Desconocido","Se define como la inflamación de la membrana mucosa que recubre la nariz, normalmente asociada a secreción nasal.","Indique «Sí» si el paciente ha experimentado esto en cualquier momento desde el inicio de la enfermedad hasta la consulta. ",2,0,0,0,0,0
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_phary,"Faringitis ","1, Sí | 0, No | 99, Desconocido",Se refiere a la presencia de inflamación de la garganta.,"Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la consulta. ",2,0,0,0,0,0
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_pharery,Eritema faríngeo,"1, sí | 0, No | 99, Desconocido",,"Indique ""Sí"", si el paciente ha experimentado esto en algún momento desde el inicio de esta enfermedad hasta su presentación.",2,0,0,,0,0
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_pharexu,Exudado faríngeo,"1, sí | 0, No | 99, Desconocido",,"Indique ""Sí"", si el paciente ha experimentado esto en algún momento desde el inicio de esta enfermedad hasta su presentación.",2,0,0,,0,0
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_tonsil,Amigdalitis,"1, Sí | 0, No | 99, Desconocido",Se refiere a la presencia de inflamación de las amígdalas.,"Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la consulta. ",2,0,0,0,0,0
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_plueeff,Derrame pleural,"1, Sí | 0, No | 99, Desconocido",Se refiere a la presencia de líquido en la cavidad pleural como resultado de una transudación o exudación excesiva de las superficies pleurales.,"Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la consulta. ",2,0,0,0,0,0
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_cvs,Signos cardiovasculares,,Se refiere a los signos y síntomas relacionados con el sistema cardiovascular.,"Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la consulta. ",2,0,0,0,0,
presentación,SIGNOS AL INGRESAR: Indique si se han experimentado en algún momento desde el inicio de la enfermedad hasta el día de la presentación.,adsign_tachycardia,"Frecuencia cardíaca rápida (taquicardia) ","1, Sí | 0, No | 99, Desconocido","Se refiere a una frecuencia cardíaca anormalmente rápida (normalmente > 100 lpm en adultos), que excede el rango de la frecuencia cardíaca en reposo normal para la edad. ","Indique «Sí» si el paciente ha experimentado esto en algún momento desde el inicio de la enfermedad hasta la consulta. ",2,0,0,0,0,0
