Form,Section,Variable,Type,Question,Answer Options,Validation,Minimum,Maximum,List,Skip Logic,Body System,Definition,Completion Guideline,Standardized Term Codelist,Standardized Term Code,Metathesaurus,Identifier,Research Category,preset_ARChetype Disease CRF_Covid,preset_ARChetype Disease CRF_H5Nx,preset_ARChetype Disease CRF_Dengue,preset_ARChetype Disease CRF_Chikungunya,preset_ARChetype Disease CRF_Mpox,preset_ARChetype Disease CRF_Mpox Pregnancy and Paediatric,preset_ARChetype Syndromic CRF_ARI,preset_ARChetype Syndromic CRF_Arbovirus,preset_Score_CharlsonCI,preset_Score_mSOFA,preset_Score_mSOFA_Dengue,preset_Recommended Outcomes_Dengue,preset_Populations_Paediatric,preset_Populations_Pregnancy,preset_User Generated CRF_Encephalitis,Form Translation Reviewers,Section Translation Reviewers,Question Translation Reviewers,Definition Translation Reviewers,Completion Guideline Translation Reviewers,Answer Options Translation Reviewers
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,comor_hba1c_mmolmol,number,Resultado de HbA1c nos últimos 6 meses (mmol/mol),,number,,,,[comor_diabetes] = '1',Systemic/General,"A hemoglobina A1C (HbA1c) é um exame de sangue que mede o nível médio de glicose no sangue nos três meses anteriores ao resultado do teste. Pode ser relatado em diferentes unidades (mmol/mol, mmol/l ou %).",Digite o valor numérico para o nível de HbA1c expresso em mmol/mol.,SNOMED,"43396009, Hemoglobin A1c measurement (procedure)","C0474680, Hemoglobin A1c measurement",,risk_factor_comor,1.0,,1.0,,,,1.0,1.0,,,,,,,,0,0,0,0,0,
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,comor_hba1c_pcnt,number,Resultados de HbA1C nos últimos 6 meses (%),,number,0.0,100,,[comor_diabetes] = '1',Systemic/General,"A hemoglobina A1C (HbA1C) é um exame de sangue que mede o nível médio de glicose no sangue nos três meses anteriores ao resultado do exame. Pode ser relatada em diferentes unidades (mmol/mol, mmol/L ou %).",Insira o valor numérico do nível de HbA1C expresso em porcentagem %.,SNOMED,"43396009, Hemoglobin A1c measurement (procedure)",,,risk_factor_comor,1.0,,1.0,,,,1.0,,,,,,,,,0,0,0,0,0,
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,comor_smoking,radio,Sempre fumado,"1, Sim | 0, Não | 99, Desconhecido",,,,,[demog_calcage_days]>4745,Systemic/General,"Refere-se ao consumo de cigarros, charutos, cachimbos ou equivalentes. Nunca fumante é definido como uma pessoa que nunca fumou no momento da avaliação ou fumou menos de 100 dos itens acima em toda a sua vida. Não inclua produtos de tabaco sem fumo, como tabaco de mascar ou dispositivos eletrônicos de liberação de nicotina.","Indique 'sim', se essa condição existia antes da admissão com essa doença atual e continua sendo uma condição médica ativa. Indique 'não' se o paciente nunca fumou (definido como uma pessoa que nunca fumou no momento da avaliação ou fumou menos de 100 dos itens acima em sua vida).",SNOMED,"77176002, Smoker (finding) | 266919005, Never smoked tobacco (finding)","C0302836, Smoking tobacco | C0425293, Never Smoker",,risk_factor_comor,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,0,0,0,0,0,0
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,comor_smoking_type,radio,Situação tabágica,"1, Fumante atual | 2, Ex-fumante",,,,,[comor_smoking]='1',Systemic/General,"Refere-se ao consumo de cigarros, charutos, cachimbos ou equivalentes. Nunca fumante é definido como uma pessoa que nunca fumou no momento da avaliação ou fumou menos de 100 dos itens acima em toda a sua vida. Não inclua produtos de tabaco sem fumo, como tabaco de mascar ou dispositivos eletrônicos de liberação de nicotina. ",Indique “Sim” se esta condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa. Indique “Não” se o paciente nunca fumou (definido como uma pessoa que nunca fumou no momento da avaliação ou fumou menos de 100 dos itens acima em sua vida).,SNOMED,"77176002, Smoker (finding) | 266919005, Never smoked tobacco (finding)","C0302836, Smoking tobacco | C0425293, Never Smoker",,risk_factor_comor,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,0,0,0,0,0,0
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,comor_smoking_passive,radio,Tabagismo passivo (vive na mesma casa que um fumador),"1, Sim | 0, Não | 99, Desconhecido",,,,,,Systemic/General,Isso se refere ao aumento do risco de exposição a produtos de fumo entre indivíduos que não fumam. Isso pode resultar do convívio com um fumante ou da transferência placentária da mãe para o feto.,"Indique “Sim” se esta condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa. ",,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,comor_orgtrans,radio,Receptor de transplante,"1, Sim | 0, Não | 99, Desconhecido",,,,,,Systemic/General,Isso se refere a um indivíduo que recebe (ou recebeu) tecidos ou órgãos transferidos de outro indivíduo da mesma ou de espécies diferentes ou do mesmo indivíduo.,Indique “Sim” se essa condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.,SNOMED,"737294004, Transplant present",,,risk_factor_comor,,1.0,,,,1.0,1.0,1.0,,,,,,,1.0,0,0,0,0,0,0
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,comor_orgtrans_organ,checkbox,Se sim: especifique órgãos transplantados,"1, Pulmão | 2, Coração | 3, Rim | 4, Fígado | 5, Osso  | 6, Célula-tronco hematopoiética",,,,,[comor_orgtrans]='1',Systemic/General,"Refere-se ao(s) tecido(s) ou órgão(s) específico(s) transferido(s) de outro indivíduo da mesma espécie ou de espécie diferente, ou de dentro do mesmo indivíduo.",Selecione tudo o que se aplica.,,,,,risk_factor_comor,,1.0,,,,1.0,1.0,1.0,,,,,,,,0,0,0,0,0,0
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,comor_primaryimmuno,radio,Imunodeficiência primária,"1, Sim | 0, Não | 99, Desconhecido",,,,,,Systemic/General,"Refere-se a uma doença de imunodeficiência que surge independentemente de outro processo patológico, doença ou lesão.",Indique “Sim” se essa condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.,,,,,risk_factor_comor,,,,,,1.0,,,,,,,,,,0,0,0,0,0,0
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,comor_chemotherapy,radio,Quimioterapia,"1, Sim | 0, Não | 99, Desconhecido",,,,,,Systemic/General,"Refere-se ao tratamento que utiliza medicamentos para impedir o crescimento das células cancerosas, seja matando as células ou impedindo-as de se dividir.","Indique “Sim” se essa condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa. ",,,,,,,,,,,1.0,1.0,,,,,,,,1.0,0,0,0,0,0,0
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,comor_radiotherapy,radio,Radioterapia,"1, Sim | 0, Não | 99, Desconhecido",,,,,,Systemic/General,"Refere-se ao uso de radiação de alta energia proveniente de raios X, raios gama, nêutrons, prótons e outras fontes para matar células cancerosas e reduzir tumores.",Indique “Sim” se essa condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,0,0,0,0,0,0
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,comor_steroidtherapy,radio,Terapia com corticosteroides de longa duração ou em doses elevadas,"1, Sim | 0, Não | 99, Desconhecido",,,,,,Systemic/General,Refere-se ao uso de corticosteroides exógenos em altas doses ou por longos períodos (normalmente por mais de 4 semanas) para o tratamento de qualquer doença ou distúrbio.,Indique “Sim” se essa condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,0,0,0,0,0,0
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,comor_skincon,radio,Condição(ões) cutânea(s) relevante(s) (dermatite atópica ou condições cutâneas esfoliativas ativas),"1, Sim | 0, Não | 99, Desconhecido",,,,,,Skin,Refere-se a qualquer desvio da estrutura ou função normal da pele ou do tecido subcutâneo que se manifesta por um conjunto característico de sintomas e sinais.,Indique “Sim” se esta condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.,SNOMED,"95320005, Disorder of skin (disorder)",,,risk_factor_comor,,,,,,1.0,,,,,,,,,,0,0,0,0,0,0
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,comor_skincondesc,text,Descreva a(s) condição(ões) cutânea(s),,,,,,,Skin,Refere-se a qualquer desvio da estrutura ou função normal da pele ou do tecido subcutâneo que se manifesta por um conjunto característico de sintomas e sinais.,"Se “Sim”, descreva a(s) condição(ões) da pele.",SNOMED,"95320005, Disorder of skin (disorder)",,,risk_factor_comor,,,,,,1.0,,,,,,,,,,0,0,0,0,0,
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,comor_paed,descriptive,Comorbidades específicas da pediatria,,,,,,[demog_calcage_days]<=730,Paediatric,,,,,,,,,,,,,1.0,,,,,,,1.0,,,0,0,0,,,
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,comor_premature,radio,Prematuridade (<37 semanas),"1, sim | 0, Não | 99, Desconhecido",,,,,[demog_calcage_days]<=730,Paediatric,Refere-se ao nascimento de um feto com menos de 37 semanas e 0 dias de idade gestacional.,Indique “Sim” se esta condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.,,,,,,,,,,,1.0,,,,,,,1.0,,,0,0,0,0,0,0
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,comor_malnut_assess,descriptive,Avaliação da desnutrição,,,,,,,Systemic/General,"Refere-se a qualquer deficiência clinicamente identificada na ingestão, seja de energia total ou de nutrientes específicos, que levou a uma intervenção dietética ou encaminhamento antes desta admissão.","Indique 'Sim', se esta condição existia antes da admissão com esta doença atual e continua sendo uma condição médica ativa.",SNOMED,"2492009, Nutritional disorder (disorder)","CL1378604, Malnutrition",,risk_factor_comor,,,,,,,,,,,,,,,1.0,0,0,0,0,0,
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,comor_malnut_muac,number,Circunferência do braço médio,,number,,,,[demog_calcage_days]<=5844,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,,,
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,comor_malnut_acuteill,radio,Doença aguda nos últimos 3 meses,"1, sim | 0, Não | 99, Desconhecido",,,,,[demog_calcage_days]>23725,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,,,0
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,comor_malnut_fintake65,radio,"Declínio na ingestão de alimentos nos últimos 3 meses (apetite, digestão, dificuldades de mastigação/deglutição)","1, sim | 0, Não | 99, Desconhecido",,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,,,0
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,comor_malnut_wtloss65,radio,Perda de peso nos últimos 3 meses,"1, Perda de peso superior a 3 kg (6,6 lbs) | 3, Perda de peso entre 1 e 3 kg (2,2 e 6,6 lbs) | 0, Sem perda de peso | 99, desconhecido",,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,,,0
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,comor_malnut_psychstress65,radio,Estresse psicológico nos últimos 3 meses,"1, sim | 0, Não | 99, Desconhecido",,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0,0,0,,,0
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,comor_otherdesc,descriptive,Outras comorbidades,,,,,,,Other,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,0,0,0,,,
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,comor_unlisted,list,Outras comorbidade relevante (s),"1, Sim | 0, Não | 99, Desconhecido",,,,conditions_Comorbidities,,Other,Refere-se a uma ou mais condições comórbidas não listadas acima.,Indique “Sim” se esta condição existia antes da admissão com a doença atual e continua sendo uma condição médica ativa.,SNOMED,"398192003, Co-morbid conditions (finding)",,,risk_factor_comor,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,0,0,0,0,0,0
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,comor_mhdesc,descriptive,Condições Agudas Atuais,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,0,0,0,,,
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,medic_cpox,radio,Varicela ativa,"1, Sim | 0, Não | 99, Desconhecido",,,,,,,"Isso se refere à infecção ativa de varicela causada pelo vírus varicela-zoster. As manifestações clínicas são febre e erupção cutânea vesicular e prurigática que ocorrem dez a vinte e um dias após a exposição. Não inclua aqueles com vírus de varicela reativado (VZV), ou seja, telhas.","Indique 'sim', se essa condição existia antes da admissão com essa doença atual e continua sendo uma condição médica ativa.",SNOMED,"38907003, Varicella (disorder)","C0008049, Chicken Pox",,,,,,,1.0,1.0,,,,,,,,,1.0,0,0,0,0,0,0
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,medic_meas,radio,Sarampo ativo,"1, sim | 0, Não | 99, Desconhecido",,,,,,,,"Indique 'Sim', se esta condição existia antes da admissão com esta doença atual e continua sendo uma condição médica ativa.",SNOMED,,,,,,,,,,,,,,,,,,,1.0,0,0,0,,0,0
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,medic_actshingles,radio,Telhas ativas (herpes zoster),"1, Sim | 0, Não | 99, Desconhecido",,,,,,,Refere-se a um caso ativo de herpes zoster devido à reativação do vírus varicela-zoster que permaneceu dormente após a exposição inicial do paciente ao vírus na forma de varicela.,"Indique 'sim', se o paciente atualmente tiver telhas (herpes zoster), uma reativação do vírus varicela-zoster. Indique 'não' se o paciente só teve varicela no passado, ou se o paciente não tiver histórico dessa condição.",SNOMED,4740000 | Herpes zoster (disorder) |,"C0019360, Herpes zoster",,,,,,,1.0,1.0,,,,,,,,,1.0,0,0,0,0,0,0
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,medic_acthcv,radio,Hepatite C ativa,"1, Sim | 0, Não | 99, Desconhecido",,,,,,,Refere-se a um caso ativo de infecção pelo vírus da hepatite C.,Indique “Sim” se o paciente tem atualmente uma infecção ativa por hepatite C.,,,,,,,,,,,1.0,,,,,,,,,,0,0,0,0,0,0
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,medic_acthbv,radio,Hepatite B ativa,"1, Sim | 0, Não | 99, Desconhecido",,,,,,,Refere-se a um caso ativo de infecção pelo vírus da hepatite B.,Indique “Sim” se o paciente tiver atualmente uma infecção ativa por hepatite B.,,,,,,,,,,,1.0,,,,,,,,,,0,0,0,0,0,0
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,medic_sti,radio,Infecção sexualmente transmissível ativa,"1, Sim | 0, Não | 99, Desconhecido",,,,,,,"Definido como infecções devido ou propagadas por contato sexual, incluindo clamídia, herpes/verrugas genitais, gonorréia, HPV, piolhos públicos, sífilis, tricomoníase, linfogranuloma venereum. Não inclua HIV/AIDS e hepatite crônica, conforme especificado em perguntas separadas.","Indique 'sim', se essa condição existia antes da admissão com essa doença atual e continua sendo uma condição médica ativa.",SNOMED,"8098009, Sexually transmitted infectious disease (disorder)","CL1399179, Sexually transmitted infections",,,,,,,1.0,1.0,,,,,,,,,,0,0,0,0,0,0
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,medic_sti_type,checkbox,Especifique o STI ativo,"1, Vírus herpes simplex (VHS) | 2, Papilomavírus humano (HPV) | 3, Clamídia | 4, Gonorreia | 5, Sífilis | 6, Mycoplasma genitalium | 99, Desconhecido | 88, Outros",,,,,[medic_sti]='1',,"Definido como infecções devido ou propagadas por contato sexual, incluindo clamídia, herpes/verrugas genitais, gonorréia, HPV, piolhos públicos, sífilis, tricomoníase, linfogranuloma venereum. Não inclua HIV/AIDS e hepatite crônica, conforme especificado em perguntas separadas.",Selecione tudo o que se aplica.,SNOMED,"721585006, Sexually transmissible infection caused by Herpes simplex virus (disorder) | 240532009, Human papillomavirus infection (disorder) | 105629000, Chlamydial infection (disorder) | 15628003, Gonorrhea (disorder) | 76272004, Syphilis (disorder) | 1163504003, Infection caused by Mycoplasma genitalium (disorder)",,,,,,,,1.0,1.0,,,,,,,,,,0,0,0,0,0,0
apresentação,COMORBIDADES E FATORES DE RISCO: Existentes antes da doença atual e em curso,medic_sti_oth,text,Se sim: especifique outra STI ativa,,,,,,[medic_sti_type(88)]='1',,"Definido como infecções devido ou propagado por contato sexual, incluindo, não listado acima. Não inclua HIV/AIDS e hepatite crônica, conforme especificado em perguntas separadas.","Se “Outro”, especifique a outra IST ativa.",SNOMED,"8098009, Sexually transmitted infectious disease (disorder)",,,,,,,,1.0,1.0,,,,,,,,,,0,0,0,0,0,
apresentação,HISTÓRICO MÉDICO,medic_previnf,radio,O paciente conhecido por ter tido infecções anteriores com esse patógeno?,"1, Sim | 0, Não | 99, Desconhecido",,,,,,,Definido como um diagnóstico anterior com o mesmo patógeno em um episódio clínico distinto desta apresentação ou admissão.,"Indique 'sim', se o paciente foi infectado anteriormente com o mesmo patógeno.",,,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,0,0,0,0,0,0
apresentação,HISTÓRICO MÉDICO,medic_firstadm,radio,Se sim: o paciente já foi hospitalizado em um episódio anterior da mesma infecção?,"1, Sim - internado em hospital ou UTI | 0, Não | 99, Desconhecido",,,,,[medic_previnf] = '1',,Isso se refere ao histórico anterior de infecções do paciente com o mesmo patógeno e se o paciente foi admitido no hospital ou na UTI.,Indique 'sim' se o paciente foi admitido no Hospital ou UTI para infecção com o mesmo patógeno.,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,0,0,0,0,0,0
apresentação,HISTÓRICO MÉDICO,medic_infstartdate,date_dmy,Quando começou o episódio anterior?,,date_dmy,,today,,[medic_previnf]='1',,"Refere-se à data exata (ou data aproximada, se desconhecida) em que o episódio anterior de infecção pelo mesmo patógeno começou.","Escreva a data exata no formato DD/MM/AAAA ou, se não souber, escreva uma data aproximada em que a infecção anterior pelo mesmo patógeno começou.",,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,0,0,0,0,0,
apresentação,HISTÓRICO MÉDICO,medic_infenddate,date_dmy,Quando terminou o episódio anterior?,,date_dmy,,today,,[medic_previnf]='1',,"Refere-se à data exata (ou data aproximada, se desconhecida) em que o episódio anterior de infecção pelo mesmo patógeno terminou.","Escreva a data exata no formato DD/MM/AAAA ou, se não souber, escreva uma data aproximada em que a infecção anterior pelo mesmo patógeno terminou.",,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,0,0,0,0,0,
apresentação,HISTÓRICO MÉDICO,medic_labtest,radio,O episódio anterior foi confirmado por testes de laboratório?,"1, Sim | 0, Não | 99, Desconhecido",,,,,[medic_previnf]='1',,Isso se refere à confirmação do episódio de infecção anterior com um teste de laboratório.,"Indique 'sim', se o episódio anterior foi confirmado com testes de laboratório.",,,,,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,0,0,0,0,0,0
apresentação,HISTÓRICO MÉDICO,medic_previnf2,radio,O paciente conhecido por ter tido uma (s) infecção (s) antes do último relatado com esse patógeno?,"1, Sim | 0, Não | 99, Desconhecido",,,,,,,Definido como um diagnóstico anterior com o mesmo patógeno em um episódio clínico antes da última infecção relatada.,"Indique 'sim', se o paciente tiver tido anteriormente uma infecção com o mesmo patógeno em um episódio clínico antes da última infecção relatada.",,,,,,1.0,,,,,,,,,,,,,,,0,0,0,0,0,0
apresentação,HISTÓRICO MÉDICO,medic_previnf2_adm,radio,Se sim: o paciente já foi hospitalizado neste episódio anterior da mesma infecção?,"1, Sim - internado em hospital ou UTI | 0, Não | 99, Desconhecido",,,,,[medic_previnf2] = '1',,Isso se refere ao histórico anterior de infecção do paciente com o mesmo patógeno e se o paciente foi admitido no hospital ou na UTI.,Indique 'sim' se o paciente foi admitido no hospital ou na UTI para uma infecção com o mesmo patógeno em um episódio clínico antes da última infecção relatada.,,,,,,1.0,,,,,,,,,,,,,,,0,0,0,0,0,0
apresentação,HISTÓRICO MÉDICO,medic_previnf2_startdate,date_dmy,Quando começou este episódio anterior?,,date_dmy,,today,,[medic_previnf2]='1',,"Refere-se à data exata (ou data aproximada, se desconhecida) em que o episódio anterior de infecção pelo mesmo patógeno começou.","Escreva a data exata no formato DD/MM/AAAA ou, se não souber, escreva uma data aproximada em que a infecção anterior pelo mesmo patógeno começou.",,,,,,1.0,,,,,,,,,,,,,,,0,0,0,0,0,
apresentação,HISTÓRICO MÉDICO,medic_previnf2_enddate,date_dmy,Quando terminou este episódio anterior?,,date_dmy,,today,,[medic_previnf2]='1',,"Refere-se à data exata (ou data aproximada, se desconhecida) em que o episódio anterior de infecção pelo mesmo patógeno terminou.","Escreva a data exata no formato DD/MM/AAAA ou, se não souber, escreva uma data aproximada em que a infecção anterior pelo mesmo patógeno terminou.",,,,,,1.0,,,,,,,,,,,,,,,0,0,0,0,0,
apresentação,HISTÓRICO MÉDICO,medic_previnf3,radio,O paciente conhecido por ter tido uma (s) infecção (s) antes do último relatado com esse patógeno?,"1, Sim | 0, Não | 99, Desconhecido",,,,,,,Definido como um diagnóstico anterior com o mesmo patógeno em um episódio clínico antes da última infecção relatada.,"Indique 'sim', se o paciente tiver tido anteriormente uma infecção com o mesmo patógeno em um episódio clínico antes da última infecção relatada.",,,,,,1.0,,,,,,,,,,,,,,,0,0,0,0,0,0
apresentação,HISTÓRICO MÉDICO,medic_previnf3_adm,radio,Se sim: o paciente já foi hospitalizado neste episódio anterior da mesma infecção?,"1, Sim - internado em hospital ou UTI | 0, Não | 99, Desconhecido",,,,,[medic_previnf3] = '1',,Isso se refere ao histórico anterior de infecção do paciente com o mesmo patógeno e se o paciente foi admitido no hospital ou na UTI.,Indique 'sim' se o paciente foi admitido no hospital ou na UTI para uma infecção com o mesmo patógeno em um episódio clínico antes da última infecção relatada.,,,,,,1.0,,,,,,,,,,,,,,,0,0,0,0,0,0
apresentação,HISTÓRICO MÉDICO,medic_previnf3_startdate,date_dmy,Quando começou este episódio anterior?,,date_dmy,,today,,[medic_previnf3] = '1',,"Refere-se à data exata (ou data aproximada, se desconhecida) em que o episódio anterior de infecção pelo mesmo patógeno começou.","Escreva a data exata no formato DD/MM/AAAA ou, se não souber, escreva uma data aproximada em que a infecção anterior pelo mesmo patógeno começou.",,,,,,1.0,,,,,,,,,,,,,,,0,0,0,0,0,
apresentação,HISTÓRICO MÉDICO,medic_previnf3_enddate,date_dmy,Quando terminou este episódio anterior?,,date_dmy,,today,,[medic_previnf3] = '1',,"Refere-se à data exata (ou data aproximada, se desconhecida) em que o episódio anterior de infecção pelo mesmo patógeno terminou.","Escreva a data exata no formato DD/MM/AAAA ou, se não souber, escreva uma data aproximada em que a infecção anterior pelo mesmo patógeno terminou.",,,,,,1.0,,,,,,,,,,,,,,,0,0,0,0,0,
apresentação,HISTÓRICO MÉDICO,medic_cpoxpast,radio,Conhecido por ter infecções anteriores de varicela?,"1, Sim | 0, Não | 99, Desconhecido",,,,,,,"Isso se refere a uma infecção anterior de varicela. Não inclui um histórico de vírus de varicela reativado (VZV), ou seja, telhas.","Indique 'sim', se essa condição existia antes da admissão com essa doença atual e continua sendo uma condição médica ativa.",SNOMED,"161423008, History of chickenpox (situation)","C0455469, H/O: chickenpox",,,,,,,1.0,1.0,,,,,,,,,,0,0,0,0,0,0
apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,drug14_antiviral,radio,Antiviral,"1, Sim | 0, Não | 99, Desconhecido",,,,,,,"Um agente antiviral refere-se a qualquer agente prescrito para tratar ou prevenir infecções virais, interferindo no ciclo de replicação viral. Exemplos de inibidores da neuraminidase incluem oseltamivir, ribavirina, aciclovir e lopinavir/ritonavir. Preparações tópicas não estão incluídas.",Indique “Sim” se o paciente tomou um antiviral nos 14 dias anteriores à admissão/apresentação mais recente.,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,1.0,0,0,0,0,0,0
apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,drug14_antiviral_type,multi_list,Antiviral,,,,,drugs_Antiviral,[drug14_antiviral] = '1',,"Um agente antiviral refere -se a qualquer agente prescrito para tratar ou prevenir infecções virais, interferindo no ciclo de replicação viral. Exemplos de inibidores da neuraminidase incluem oseltamivir, ribavirina, aciclovir e lopinavir/ritonavir. Os preparativos tópicos não estão incluídos.","Indique 'sim', se o paciente tomou um antiviral nos 14 dias anteriores a esta admissão / apresentação mais recente",SNOMED,"788081006, Medicinal product acting as antiviral agent (product)|","C0003451, Antiviral agent",,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,1.0,0,0,0,0,0,
apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,drug14_antiviral_route,checkbox,Rota de administração antiviral,"1, Oral | 2, Inalado | 3, IV | 4, Tópico | 99, Desconhecido",,,,,[drug14_antiviral] = '1',,"Isso se refere à parte do corpo através do qual ou para o qual, ou a maneira pela qual o medicamento (medicamento) é introduzido. Oral refere -se a administrar por via oral. Inalado refere -se à administração através da via respiratória (insuflação no trato respiratório). IV (intravenoso) refere -se a administrar na corrente sanguínea através da injeção em uma veia. Tópico refere -se à administração por aplicação de preparativos para medicamentos nas superfícies do corpo, especialmente a pele ou as membranas mucosas.",Indique a rota de administração para o agente antiviral.,SNOMED,"386359008, Administration of drug or medicament via oral route (procedure) | 243132000, Inhaled drug administration (procedure) | 386358000, Administration of drug or medicament via intravenous route (procedure) | 431695009, Administration of drug or medicament to skin via topical route (procedure)",,,,,,,,1.0,1.0,,,,,,,,,,0,0,0,0,0,0
apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,drug14_antiviraldate,date_dmy,Data de início do antiviral,,date_dmy,,today,,[drug14_antiviral] = '1',,Refere-se à data em que o medicamento foi iniciado/a primeira dose foi administrada.,Insira a data no formato DD/MM/AAAA.,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,0,0,0,0,0,
apresentação,MEDICAÇÃO ANTES DESTA HOSPITALIZAÇÃO,drug14_antiviralday,number,Número de dias antivirais tomados,,number,0.0,,,[drug14_antiviral] = '1',,Inclui todos os dias de calendário em que uma dose foi recebida ou instruída a assumir a prescrição de alta.,Digite o número total de dias para os quais uma dose foi recebida ou instruída a assumir a prescrição de alta.,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,1.0,0,0,0,0,0,
